CLIENTNUM,true_churn,score_churn,pred_label
710738883,0,0.0025,0
717822108,0,0.01,0
714407058,0,0.0,0
710744433,0,0.0,0
778959258,1,0.985,1
713320008,0,0.04,0
766795983,0,0.0,0
716256483,0,0.0,0
712364283,0,0.0,0
714620358,1,0.805,1
709145958,1,0.835,1
709787733,0,0.0025,0
809071083,0,0.0,0
721165608,0,0.015,0
716668308,1,0.875,1
708760458,0,0.005,0
720333783,0,0.015,0
789212883,1,0.87,1
711341433,0,0.0,0
720235608,0,0.0475,0
716890533,0,0.0075,0
708491508,0,0.01,0
718542858,0,0.0,0
717750858,0,0.005,0
712450008,1,0.98,1
827628408,0,0.0025,0
713492583,1,0.92,1
718054833,0,0.0175,0
788770908,0,0.0,0
710175783,0,0.0125,0
715429608,0,0.0025,0
714058308,1,0.805,1
717965808,0,0.045,0
709265208,0,0.01,0
713114133,1,0.955,1
721349883,0,0.0225,0
758965158,0,0.0,0
749722908,0,0.0,0
709495833,1,0.98,1
717575958,1,0.975,1
714406158,1,0.97,1
767243208,0,0.0,0
711515433,0,0.0075,0
720190908,0,0.0,0
818814933,0,0.0125,0
719794383,0,0.03,0
709766808,0,0.0,0
709666908,0,0.0,0
794653983,0,0.0,0
716593533,0,0.015,0
714113658,0,0.0025,0
708776658,0,0.0,0
712225008,0,0.0,0
787450758,0,0.0075,0
789099783,0,0.0,0
711751533,0,0.0025,0
708367908,0,0.0,0
714951858,0,0.0375,0
720436008,0,0.005,0
718984533,0,0.0,0
716982483,0,0.0025,0
708681708,1,0.945,1
720202008,0,0.005,0
714483033,0,0.005,0
711468708,1,0.9625,1
821724483,1,0.825,1
716402508,0,0.0,0
721189008,0,0.0175,0
712867983,0,0.005,0
713814408,0,0.005,0
716671983,0,0.0,0
708252108,0,0.0025,0
717212958,0,0.0625,0
713048733,0,0.0175,0
779841483,1,0.9125,1
710701233,0,0.005,0
718837683,0,0.1325,0
718127958,0,0.0,0
718685358,0,0.0,0
771559158,0,0.01,0
710138883,1,0.91,1
711197658,0,0.0,0
709045683,0,0.0125,0
708272808,0,0.01,0
720292983,0,0.005,0
709112508,1,0.915,1
712840608,0,0.0025,0
788920308,0,0.0,0
718160358,1,0.965,1
719325783,1,0.7725,1
712885533,0,0.0075,0
719268333,0,0.0,0
721004133,0,0.005,0
714103908,0,0.0025,0
771502383,0,0.0,0
713014533,0,0.0175,0
713980383,1,0.9775,1
711294258,0,0.0,0
719954733,0,0.0025,0
711561933,0,0.0,0
826077033,1,0.89,1
711555483,0,0.0125,0
715194183,1,0.98,1
716929233,0,0.0025,0
709014558,0,0.015,0
710636208,0,0.0375,0
815525508,0,0.0575,0
718746933,0,0.0,0
715686183,0,0.0125,0
741778458,0,0.0075,0
801056358,0,0.0,0
709486158,0,0.015,0
713826183,1,0.9825,1
803342358,0,0.0225,0
780292683,1,0.805,1
788646858,0,0.0075,0
711116133,1,0.8625,1
708584208,1,0.8775,1
789097833,0,0.005,0
709443633,0,0.0075,0
767280633,0,0.0025,0
713096583,1,0.915,1
721033908,0,0.0,0
756025233,1,0.935,1
711977508,1,0.9475,1
772076208,0,0.0,0
710666583,1,0.8,1
712369308,1,0.7525,1
794784633,0,0.0025,0
716437533,0,0.01,0
715109508,0,0.01,0
795392433,0,0.01,0
712721358,1,0.92,1
720118908,0,0.0375,0
799486158,0,0.0025,0
718980633,0,0.0025,0
717336408,1,0.85,1
709546608,0,0.0125,0
823624158,0,0.005,0
771688983,0,0.0,0
708701358,0,0.005,0
712048008,0,0.005,0
710712783,0,0.0025,0
716626008,0,0.0,0
718284408,0,0.0,0
717414933,0,0.01,0
713032233,0,0.0,0
714234858,0,0.0,0
714818058,0,0.0,0
708731658,1,0.9675,1
708706833,1,0.9575,1
780100533,0,0.005,0
711712983,0,0.0025,0
712549758,0,0.0075,0
713348433,0,0.0075,0
820599333,0,0.0,0
787261008,0,0.0,0
778343958,0,0.015,0
788407833,0,0.0,0
760807608,0,0.0,0
771108933,0,0.0025,0
715954158,1,0.8725,1
715499058,1,0.97,1
717995958,0,0.005,0
718736883,0,0.0025,0
721045608,0,0.0,0
715215108,0,0.0,0
795823383,0,0.0075,0
718338708,0,0.0025,0
713588958,0,0.0025,0
710120358,0,0.065,0
809582058,0,0.0025,0
709199358,1,0.955,1
821889858,1,0.8875,1
815324433,0,0.0075,0
793656633,0,0.0,0
713246208,0,0.025,0
711493158,0,0.0025,0
721163133,0,0.0525,0
826417233,0,0.0,0
711619608,0,0.01,0
712244733,0,0.0,0
709638783,0,0.0025,0
720296808,1,0.9125,1
718926258,0,0.0025,0
714706083,0,0.0025,0
721473783,0,0.0075,0
712230408,0,0.0,0
716186883,0,0.0,0
715204083,0,0.0025,0
709283358,1,0.9675,1
817887408,0,0.005,0
789481233,1,0.8025,1
718184883,0,0.03,0
821157183,0,0.0,0
709837308,0,0.02,0
779491908,0,0.02,0
718399233,0,0.0125,0
779447358,0,0.0,0
710661333,1,0.8325,1
789114408,0,0.015,0
710570058,1,0.99,1
712681608,0,0.0,0
709086933,0,0.01,0
709179708,0,0.005,0
711206958,0,0.0,0
823928058,0,0.0125,0
796330983,0,0.0,0
771284658,1,0.83,1
779307558,0,0.0075,0
788846508,0,0.0,0
783500283,0,0.0025,0
802247658,1,0.845,1
795573333,0,0.0,0
721366308,0,0.0025,0
720377433,0,0.0075,0
711243108,0,0.0025,0
789351783,0,0.0,0
719699208,0,0.0,0
720774183,0,0.0,0
713590158,1,0.7875,1
715547058,1,0.9475,1
815596608,0,0.0025,0
718921683,0,0.0575,0
720031908,0,0.005,0
716716083,0,0.005,0
819969933,0,0.0025,0
714382608,0,0.0,0
720092283,0,0.0025,0
720531633,1,0.9225,1
718508883,1,0.9575,1
708794133,0,0.05,0
713447583,0,0.075,0
716107158,1,0.79,1
712713108,0,0.0,0
719245083,0,0.0,0
708269583,0,0.0025,0
720234708,1,0.915,1
709436883,0,0.0,0
714140133,0,0.0,0
716136333,1,0.8825,1
715031433,0,0.0125,0
810667158,0,0.005,0
715253433,0,0.0,0
809937933,0,0.0,0
708997833,0,0.0,0
718296558,1,0.9075,1
780086658,1,0.905,1
708754833,0,0.005,0
788638908,0,0.0025,0
715607958,0,0.0,0
708515358,0,0.0025,0
716357058,0,0.0625,0
714569958,0,0.0025,0
716822583,0,0.005,0
721109358,0,0.0,0
827635083,0,0.0025,0
715492983,0,0.045,0
712234308,0,0.0,0
708334158,0,0.005,0
812488608,0,0.0,0
793345008,0,0.0,0
715487733,1,0.9825,1
788856408,0,0.0,0
708154833,1,0.915,1
721147383,0,0.0,0
803973483,0,0.0,0
788941983,1,0.8525,1
715603233,0,0.0025,0
709945458,0,0.0025,0
714614133,1,0.9825,1
768167358,0,0.0,0
737967708,0,0.0,0
712920633,0,0.0,0
780373233,0,0.0025,0
721384308,0,0.0025,0
712242633,0,0.005,0
713610933,0,0.0075,0
714257958,0,0.005,0
772172883,0,0.0,0
720204558,0,0.0,0
779635533,0,0.0025,0
804658833,0,0.0075,0
756691608,0,0.0,0
806219808,0,0.0075,0
826266483,0,0.0,0
775152708,1,0.865,1
787596558,0,0.0025,0
803205258,0,0.0,0
716041908,0,0.0,0
708837858,0,0.0025,0
828227433,0,0.0275,0
714487458,1,0.925,1
711390333,1,0.8875,1
787974108,1,0.815,1
714036258,0,0.0,0
788752833,0,0.0,0
773108958,0,0.0,0
782437008,0,0.0,0
710729358,1,0.93,1
827423433,0,0.0025,0
756919683,0,0.0,0
779219208,0,0.0025,0
712342833,0,0.0,0
721121283,0,0.0,0
790006383,0,0.0,0
756989583,0,0.0,0
717477783,1,0.8725,1
716614683,0,0.0025,0
789942033,1,0.9375,1
740784258,0,0.0025,0
711336033,0,0.015,0
768141558,0,0.0,0
717179508,0,0.0,0
716520033,0,0.015,0
783625008,0,0.005,0
769330908,0,0.0025,0
789396783,0,0.0025,0
709310433,0,0.0025,0
713094483,0,0.0325,0
770753733,0,0.0,0
712659408,0,0.0,0
768475383,0,0.015,0
779655183,0,0.005,0
711278283,0,0.0075,0
713345508,0,0.0,0
711379083,0,0.0025,0
789144633,0,0.05,0
708393633,0,0.005,0
708657033,0,0.0,0
717949008,1,0.9825,1
788866983,0,0.01,0
751283658,0,0.0025,0
718243533,0,0.0025,0
779754408,0,0.0025,0
794866983,0,0.0,0
711832533,0,0.02,0
788552658,0,0.0,0
715415508,0,0.0,0
719962458,0,0.0025,0
712734933,1,0.975,1
717410508,0,0.0,0
711796683,0,0.0025,0
709407933,0,0.015,0
810493458,0,0.0,0
720494058,0,0.0075,0
717050883,0,0.0,0
713163258,1,0.8425,1
715659333,0,0.065,0
712414908,0,0.005,0
720175008,0,0.005,0
719876808,0,0.0425,0
713334483,1,0.935,1
708360108,0,0.0,0
720676158,0,0.0,0
716631708,0,0.0,0
713025558,1,0.9775,1
710506683,0,0.0,0
712428333,0,0.005,0
718041033,0,0.0025,0
709169133,0,0.005,0
718164858,0,0.0,0
809565183,1,0.9625,1
778377183,0,0.0,0
712845258,0,0.025,0
716915133,0,0.015,0
771403008,0,0.0025,0
787441383,0,0.0025,0
711345258,0,0.005,0
713685033,1,0.975,1
718205283,0,0.0,0
708337683,0,0.0075,0
720941433,1,1.0,1
710201058,0,0.0,0
785218458,0,0.005,0
770740308,0,0.0,0
787493808,1,0.91,1
708846183,0,0.0025,0
810586833,0,0.005,0
711151383,1,0.9375,1
712425258,0,0.0,0
772063308,0,0.0,0
718574808,0,0.005,0
717131283,0,0.0,0
798996183,0,0.0,0
716831508,0,0.0,0
715297908,1,0.8425,1
813234108,0,0.0,0
711027183,0,0.005,0
718812708,1,0.845,1
709505808,1,0.8225,1
711267633,1,0.97,1
719613783,0,0.0025,0
719035758,0,0.0,0
708473133,0,0.0025,0
712996833,0,0.0,0
720963258,1,0.9925,1
819606258,0,0.0275,0
714634983,1,0.9675,1
806428908,0,0.0275,0
710903358,0,0.0,0
712676208,0,0.0,0
709005633,1,0.775,1
712102983,0,0.0025,0
754480233,0,0.0625,0
719042208,0,0.0,0
716251608,0,0.0,0
715537383,0,0.01,0
709460883,1,0.9775,1
789325008,0,0.0025,0
719195733,0,0.0,0
787665258,1,0.95,1
710226708,0,0.0025,0
711982383,0,0.01,0
716345283,0,0.0,0
816850458,1,0.85,1
710842308,0,0.0025,0
713132133,0,0.0,0
788874333,0,0.0,0
717987258,0,0.0,0
793712658,1,0.71,1
708324483,0,0.0025,0
768612258,0,0.0,0
719659758,0,0.0,0
711313158,0,0.0325,0
716483358,0,0.0425,0
719829633,0,0.0,0
812465958,0,0.0,0
786536808,0,0.01,0
807369708,0,0.005,0
711397533,0,0.015,0
711740508,0,0.0,0
715233108,0,0.0,0
813807258,0,0.0025,0
769183908,0,0.0175,0
718451133,0,0.005,0
721115733,0,0.0,0
720085233,1,0.895,1
717036408,0,0.005,0
714427608,0,0.0025,0
780019908,0,0.0,0
827898033,1,0.7475,1
720302883,0,0.0,0
715893633,0,0.0,0
720730683,0,0.0,0
720638283,0,0.0,0
789053883,0,0.0025,0
719286708,0,0.0025,0
713952558,1,0.9475,1
793395933,0,0.0025,0
813895458,0,0.0025,0
771733608,1,0.9725,1
710102208,0,0.0075,0
719511783,0,0.0025,0
712849158,1,0.81,1
783070833,0,0.0,0
713419908,0,0.01,0
789345408,0,0.02,0
720992883,0,0.0,0
803652633,0,0.0025,0
789248958,0,0.0025,0
716178483,0,0.015,0
715440558,0,0.0025,0
711535158,1,0.93,1
713647083,0,0.0,0
718311933,1,0.9525,1
718404783,1,0.95,1
817332483,1,0.885,1
710015733,1,0.695,1
794965233,1,0.7175,1
710512833,0,0.0,0
710803008,0,0.0,0
712987608,0,0.0025,0
716974383,0,0.0375,0
720930633,1,0.975,1
710136258,1,0.915,1
779438208,0,0.0,0
721017333,0,0.0,0
720952608,0,0.0,0
712886733,0,0.0,0
810545733,0,0.0,0
822132858,1,0.91,1
713526258,1,0.95,1
712877733,0,0.0025,0
713339283,0,0.01,0
720473433,0,0.0,0
780584658,1,0.67,1
711824358,0,0.0075,0
789990333,0,0.0,0
721332033,0,0.0,0
709612983,1,0.88,1
771058908,0,0.0025,0
715471833,0,0.025,0
711781233,0,0.0025,0
713947908,0,0.0025,0
709741608,0,0.0375,0
709333608,0,0.0,0
709688883,1,0.9575,1
716269308,0,0.0,0
708692583,1,0.9675,1
709892658,0,0.0,0
713815383,1,0.96,1
710183283,0,0.005,0
711937158,0,0.0025,0
771486933,0,0.005,0
717450633,1,0.87,1
718421808,0,0.0,0
716403633,0,0.0,0
717646983,1,0.915,1
778837083,1,0.7725,1
768632958,1,0.73,1
715622508,1,0.9225,1
708402333,0,0.0,0
708946008,1,0.9325,1
715625658,0,0.0,0
789599283,0,0.0075,0
708960858,0,0.0225,0
814840833,1,0.8025,1
772082208,0,0.0025,0
711597183,0,0.0125,0
712110333,1,0.8825,1
718673358,1,0.6625,1
712479633,1,0.88,1
716108283,0,0.0075,0
779360808,0,0.0,0
716352033,0,0.0,0
716643033,1,0.8375,1
711567333,0,0.0025,0
788756133,0,0.0,0
755437533,0,0.0,0
713573508,1,0.84,1
709430508,1,0.905,1
710645583,0,0.0,0
714253983,0,0.02,0
771566208,0,0.0,0
713314533,1,0.91,1
720725883,0,0.0,0
708539583,0,0.005,0
716747283,0,0.0,0
787519683,0,0.0,0
721044333,0,0.0025,0
713679633,1,0.8575,1
711126483,0,0.0025,0
814191333,1,0.92,1
715040208,0,0.0,0
710769258,0,0.0,0
715227633,0,0.0575,0
708635058,0,0.0,0
709051533,0,0.0,0
718940208,0,0.005,0
712361583,0,0.03,0
708390633,0,0.005,0
720281508,0,0.0,0
720885558,0,0.0,0
709781208,0,0.0325,0
710086308,0,0.005,0
713282733,0,0.01,0
815812683,0,0.005,0
708204033,0,0.005,0
720040158,0,0.0125,0
755996583,1,0.8725,1
711359058,0,0.005,0
714064908,0,0.0,0
717074283,1,0.8125,1
765847383,0,0.0125,0
789531633,0,0.0,0
820593033,0,0.0025,0
710078358,0,0.005,0
715025208,0,0.0075,0
709596783,0,0.0,0
715960308,1,0.815,1
716653758,0,0.0025,0
787268733,0,0.0,0
789923058,1,0.9475,1
771079833,0,0.0,0
710507733,0,0.005,0
779269158,1,0.9175,1
711627558,0,0.0,0
710536983,0,0.0175,0
712237458,0,0.005,0
778289883,1,0.97,1
714154533,0,0.005,0
803657133,0,0.0,0
769053033,1,0.8,1
713613258,0,0.0,0
768544833,0,0.0,0
720782658,0,0.0,0
768162108,1,0.8975,1
710511858,0,0.005,0
714516033,0,0.0,0
788630958,0,0.045,0
717646008,0,0.0175,0
712290258,0,0.0,0
716292033,0,0.0,0
780372408,0,0.0,0
720853158,0,0.0,0
823507833,0,0.0,0
711111633,0,0.0075,0
709904508,0,0.0025,0
712022883,0,0.0025,0
712173108,0,0.0025,0
714156633,0,0.0075,0
714581358,1,0.995,1
713256033,0,0.0,0
825831933,0,0.0025,0
720274158,0,0.0,0
772394883,1,0.965,1
794253108,0,0.0025,0
720899883,0,0.005,0
714313608,0,0.0,0
716602683,0,0.0075,0
715928808,0,0.0075,0
771899433,1,0.7325,1
714771708,0,0.015,0
709711758,1,0.9675,1
721137558,1,0.935,1
820268358,0,0.0,0
709273383,0,0.0,0
822959133,0,0.0,0
720491958,0,0.0,0
713607108,0,0.0025,0
709729533,1,0.8875,1
717890583,0,0.0,0
718384233,0,0.01,0
713401758,0,0.0025,0
773257233,0,0.0,0
713556033,0,0.0125,0
719265108,0,0.0,0
778740708,0,0.0025,0
710952933,0,0.0,0
720991833,1,0.8475,1
779954658,0,0.0175,0
714204108,0,0.055,0
805546308,0,0.0075,0
716244933,0,0.02,0
712018233,0,0.0125,0
802878408,0,0.0075,0
719504433,0,0.0175,0
794558658,0,0.0,0
711634008,0,0.0075,0
708260208,0,0.0,0
713435058,0,0.0,0
719656533,0,0.005,0
719709558,0,0.0025,0
710311233,0,0.0075,0
719216508,0,0.0,0
713105508,0,0.01,0
710719683,0,0.0,0
817892208,0,0.0025,0
714102183,1,0.9675,1
715410783,1,0.9175,1
718202658,0,0.0025,0
719445633,0,0.0,0
709820658,0,0.0025,0
718481283,0,0.0,0
789300408,0,0.0,0
711970533,0,0.0,0
815088483,0,0.0025,0
717139608,0,0.0025,0
717626508,0,0.0125,0
767668908,1,0.765,1
712484733,0,0.0175,0
716216958,0,0.0025,0
714246333,1,0.93,1
718693683,0,0.0125,0
716298633,0,0.015,0
755661933,1,0.965,1
712914783,0,0.01,0
711240108,0,0.0125,0
721396758,0,0.0,0
715636533,0,0.0325,0
711508608,0,0.0,0
716669658,1,0.86,1
718212633,0,0.0,0
708357183,0,0.01,0
713629533,0,0.0,0
771450708,0,0.005,0
711311883,0,0.0175,0
802673508,1,0.9625,1
708113208,0,0.02,0
788786208,0,0.0025,0
720043533,0,0.005,0
801083133,0,0.0,0
716246733,0,0.0,0
807157833,0,0.0025,0
721032633,1,0.875,1
828285858,0,0.0025,0
718890933,1,0.945,1
711148308,0,0.0,0
712810233,0,0.0,0
714098883,0,0.0,0
779327733,0,0.005,0
716364408,0,0.0125,0
710461083,0,0.0025,0
709306983,0,0.0075,0
769035933,0,0.0025,0
813182658,0,0.0,0
781110408,0,0.0125,0
818007783,0,0.0,0
708862233,0,0.0375,0
714006333,1,0.9725,1
770596458,1,0.925,1
789392883,0,0.0,0
803805483,0,0.0325,0
709534083,1,0.865,1
710579583,0,0.0,0
708949908,1,0.905,1
711907083,0,0.02,0
718696458,0,0.0,0
710611683,0,0.0,0
721511883,0,0.0025,0
779116158,0,0.0,0
720193533,0,0.0025,0
753094533,0,0.0175,0
719545983,0,0.0225,0
716494383,0,0.0,0
769892058,0,0.0075,0
709098108,0,0.0025,0
715705683,0,0.0025,0
715724808,0,0.0,0
717123858,0,0.0025,0
716236683,0,0.0,0
771224358,0,0.0025,0
779310033,1,0.9475,1
710595783,0,0.0,0
711409833,0,0.0,0
721174008,0,0.0125,0
714192933,1,0.98,1
709632483,0,0.0025,0
718431258,0,0.0025,0
817029108,0,0.0025,0
796931508,1,0.94,1
769577358,0,0.0,0
815589558,0,0.0,0
714287583,1,0.995,1
718975083,1,0.9825,1
715315008,0,0.0,0
779252283,0,0.0,0
714031083,1,0.9575,1
772442883,1,0.9225,1
714533058,0,0.0,0
716570958,1,0.9125,1
710116833,1,0.96,1
718586133,0,0.0,0
773322558,0,0.0025,0
714554808,0,0.0,0
717903108,0,0.055,0
815908908,1,0.8675,1
771464808,0,0.0,0
708234558,0,0.0,0
715737258,0,0.005,0
710188308,0,0.0,0
708670608,0,0.0,0
714839808,0,0.0,0
811140933,0,0.005,0
788937933,0,0.0025,0
721527858,1,0.965,1
718265658,0,0.0,0
714312708,0,0.03,0
715821183,0,0.0075,0
709487058,0,0.0275,0
712675158,0,0.0025,0
826473858,0,0.01,0
817382958,0,0.005,0
712927383,1,0.885,1
712894308,0,0.005,0
712349808,0,0.0025,0
778780008,0,0.005,0
711430908,1,0.9875,1
779670783,0,0.0225,0
718757808,0,0.0,0
779530908,1,0.8275,1
716389833,0,0.0,0
718469658,0,0.0,0
809849358,1,0.9925,1
719772258,0,0.0,0
809363958,0,0.005,0
709165533,0,0.0,0
809846283,0,0.0,0
708427908,0,0.0,0
721228308,1,0.985,1
713374533,0,0.0,0
708708858,1,0.975,1
721111233,0,0.0075,0
708538608,0,0.0025,0
718866633,0,0.0725,0
719100633,0,0.0025,0
789328083,1,0.94,1
822905058,0,0.0,0
816549933,0,0.0025,0
716421633,1,0.895,1
712667958,0,0.0075,0
809559933,1,0.9025,1
819979458,0,0.005,0
708100533,0,0.0,0
778669608,0,0.0125,0
802867683,0,0.0025,0
711893358,0,0.0025,0
785410158,0,0.01,0
718596858,0,0.005,0
708338958,0,0.0,0
714688833,0,0.005,0
789662283,1,0.975,1
712805658,0,0.0075,0
815598858,0,0.0,0
779412783,0,0.0025,0
780036483,0,0.0,0
711527508,1,0.98,1
720768258,0,0.0,0
716023533,0,0.0,0
714075708,0,0.005,0
787475433,0,0.0075,0
787505133,1,0.8325,1
712241433,0,0.0,0
807990108,0,0.0525,0
719018208,1,0.85,1
716641983,0,0.015,0
708989358,0,0.0,0
708807483,0,0.0,0
715774833,0,0.0,0
714733908,0,0.005,0
721067658,0,0.0125,0
788997408,0,0.0075,0
719835033,0,0.02,0
771854808,0,0.0025,0
717299958,0,0.0,0
720778458,0,0.0,0
713019783,0,0.0,0
770968383,1,0.715,1
709747308,0,0.02,0
801366783,0,0.005,0
798786333,0,0.0125,0
771723408,1,0.8375,1
715117008,0,0.0125,0
713944833,0,0.0275,0
713569158,1,0.8925,1
713037333,0,0.0625,0
718267233,0,0.015,0
709736658,0,0.0025,0
710929233,0,0.0025,0
714290583,0,0.0025,0
717972408,0,0.0075,0
718626033,1,0.96,1
720008133,0,0.0,0
710476908,0,0.0025,0
709888383,0,0.0,0
788864508,0,0.0,0
714010383,1,0.9425,1
719549508,0,0.0,0
718670808,0,0.0025,0
718211208,0,0.0025,0
712578933,1,0.95,1
709343433,0,0.0,0
767488908,0,0.0,0
719531133,0,0.0025,0
719006508,0,0.0,0
721287183,0,0.01,0
711144183,1,0.925,1
709080783,0,0.005,0
710520408,0,0.0,0
785262333,1,0.6725,1
716513358,0,0.0,0
719073483,1,0.98,1
715372083,0,0.005,0
780034083,0,0.0025,0
794581533,0,0.0,0
710013258,0,0.0,0
719084358,1,0.9125,1
789173958,0,0.0,0
789575583,0,0.005,0
712434708,1,0.9375,1
808675083,0,0.0075,0
710864358,0,0.01,0
712574583,0,0.0025,0
708412758,1,0.9825,1
714389058,0,0.005,0
715767033,0,0.0,0
779281233,0,0.0,0
717147708,0,0.0025,0
715029333,0,0.005,0
806989008,0,0.005,0
713158083,1,0.9425,1
771037008,0,0.01,0
710587458,0,0.0025,0
710563458,0,0.0025,0
720010608,1,0.805,1
710343783,0,0.0075,0
772578858,0,0.0,0
708559533,0,0.005,0
711939558,1,0.9975,1
772143333,0,0.0,0
711067383,0,0.0075,0
817041408,0,0.0,0
771942333,0,0.0025,0
755247108,0,0.0025,0
715710708,0,0.005,0
713858733,0,0.0025,0
717129333,0,0.0,0
716924958,1,0.685,1
719614758,0,0.0,0
721537683,0,0.0,0
771500358,0,0.0025,0
711531858,1,0.905,1
715060158,0,0.0025,0
779725833,0,0.0,0
716592558,0,0.0,0
771020133,0,0.0,0
709153008,0,0.01,0
713394858,0,0.045,0
721175283,0,0.0025,0
715503558,0,0.0075,0
819943458,1,0.68,1
717094758,0,0.0,0
772073508,1,0.9975,1
721351983,1,0.9375,1
714477408,1,0.865,1
718471758,0,0.0025,0
711607833,0,0.005,0
708621408,0,0.0025,0
719277033,0,0.0,0
813905508,0,0.0,0
719761458,0,0.0025,0
708222558,0,0.0025,0
713937558,0,0.015,0
709603608,0,0.005,0
804661083,0,0.0025,0
720977358,0,0.0,0
718420308,0,0.0,0
714046608,0,0.0075,0
718048608,0,0.0125,0
718497033,0,0.08,0
711801933,1,0.9325,1
716282208,1,0.965,1
789076083,0,0.0025,0
714045783,1,0.9175,1
769720683,0,0.0075,0
721092783,0,0.0,0
720243933,1,0.985,1
818502708,0,0.0,0
712942308,0,0.0,0
714262533,0,0.0,0
714708183,0,0.005,0
718285308,0,0.0725,0
720595083,0,0.0025,0
787501758,0,0.0,0
714990633,0,0.0025,0
714652383,0,0.0025,0
788776008,0,0.0,0
709176108,0,0.0125,0
719354433,0,0.0025,0
709368483,0,0.0025,0
717621333,0,0.0025,0
716272158,1,0.7625,1
803355408,0,0.0,0
717073308,0,0.0,0
789105183,0,0.0075,0
721305408,0,0.0025,0
715739733,0,0.0025,0
779217333,0,0.0,0
712133508,0,0.0025,0
714602658,1,0.9975,1
712446783,1,0.9425,1
720049083,1,0.965,1
824172258,0,0.0,0
717695058,0,0.0075,0
719782458,0,0.0,0
718141983,0,0.0,0
718853358,0,0.0025,0
772539558,0,0.01,0
817094283,0,0.0075,0
716932308,0,0.0,0
714738858,0,0.0,0
772409733,0,0.0,0
717534108,0,0.0,0
816378033,1,0.7325,1
790141308,0,0.0025,0
710770383,0,0.0,0
711351108,0,0.0025,0
713744058,0,0.0025,0
708998583,0,0.005,0
827451333,1,0.9425,1
714228558,0,0.0075,0
797668983,0,0.0,0
713023158,0,0.0025,0
709982658,0,0.0025,0
715398858,0,0.0,0
715615233,0,0.0,0
710650608,0,0.0,0
803214108,0,0.0,0
717202083,1,0.99,1
719051733,0,0.0,0
789900633,0,0.0025,0
789122808,1,0.985,1
709902108,0,0.0075,0
713666058,0,0.0,0
711453783,0,0.0025,0
778936008,0,0.005,0
708085458,0,0.0,0
749067633,0,0.0125,0
716170308,0,0.015,0
711507783,1,0.995,1
819752133,0,0.0025,0
711061908,0,0.0575,0
744231708,0,0.0,0
716856408,1,0.99,1
711780108,0,0.0075,0
715178733,0,0.0,0
721418133,0,0.0,0
720124758,1,0.895,1
809068983,0,0.005,0
711052308,0,0.0025,0
718967433,0,0.005,0
709827933,0,0.0,0
787568433,0,0.0,0
720256158,0,0.0025,0
715435758,0,0.0,0
719505483,0,0.0,0
721247883,0,0.0025,0
772220433,0,0.0,0
789692283,0,0.0175,0
815091333,0,0.0,0
778732158,0,0.0,0
715129233,0,0.0,0
714083208,0,0.0025,0
716559108,0,0.0025,0
715102308,0,0.0775,0
768814983,0,0.0,0
788744058,0,0.0,0
782802033,1,0.7475,1
708499608,0,0.015,0
794947683,0,0.0,0
716442333,0,0.0025,0
772189308,0,0.0,0
721529583,0,0.005,0
713578608,0,0.0025,0
718976283,0,0.0,0
711505308,0,0.0,0
711131958,0,0.0,0
714687858,0,0.0,0
780289308,1,0.895,1
708504783,0,0.01,0
778857108,0,0.01,0
756598833,0,0.02,0
718748133,0,0.0,0
714503433,1,0.9725,1
710869008,0,0.035,0
779643858,0,0.0,0
715250583,0,0.005,0
714396558,0,0.0025,0
752766783,0,0.0,0
715532208,0,0.0125,0
719130558,0,0.0,0
806232408,0,0.0125,0
715497558,1,0.9875,1
716303583,0,0.0,0
713522058,0,0.0075,0
719074308,0,0.0025,0
711881733,0,0.0,0
710310108,0,0.0,0
715814433,0,0.0,0
717252483,1,0.9325,1
770874483,0,0.0025,0
719742108,1,0.935,1
711064008,0,0.0025,0
717208833,1,0.85,1
709022883,0,0.0,0
713653983,0,0.0,0
713463708,1,0.9925,1
789143283,0,0.0,0
778550583,0,0.0025,0
711181608,0,0.0,0
711790308,1,0.875,1
779791908,0,0.0125,0
789515283,0,0.0,0
712046808,1,0.9025,1
712169883,0,0.0,0
712637283,0,0.0,0
715555833,0,0.005,0
708712833,0,0.0025,0
717841683,0,0.0,0
708689958,0,0.0,0
708888633,1,0.825,1
721012983,0,0.0,0
812406183,1,0.9675,1
714595983,1,0.95,1
715725858,0,0.0,0
720270633,1,0.945,1
720269283,0,0.0,0
710142258,0,0.0,0
708525108,0,0.0,0
709621008,0,0.0025,0
717181833,0,0.0075,0
711288558,0,0.0025,0
718653333,1,0.99,1
766628733,0,0.01,0
711724083,1,0.7175,1
719690733,0,0.0,0
770783508,0,0.005,0
713422083,1,0.8025,1
718026858,0,0.0,0
716028108,0,0.0,0
712222758,1,0.99,1
718436133,0,0.0,0
719313633,0,0.03,0
814586958,0,0.0025,0
804344733,0,0.0,0
717166383,0,0.0,0
713060283,0,0.0025,0
713070033,0,0.0,0
793625583,0,0.0025,0
713918358,0,0.0075,0
714308283,0,0.0,0
714086133,0,0.0,0
718872858,0,0.0,0
718148358,1,0.9975,1
709665783,0,0.005,0
708483708,0,0.01,0
715347783,0,0.02,0
709054083,0,0.0,0
807915408,0,0.0025,0
794507133,1,0.89,1
712569408,0,0.0025,0
788805108,0,0.0,0
710150208,0,0.0025,0
711825558,0,0.0075,0
712891833,0,0.0,0
719680908,0,0.0,0
801053208,0,0.0,0
